#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All thrones and signs are found in the staticobject.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;unlockable

# Aden - Clan Halls
Clan_Hall_Door;17220002;-84495;155286;-3150;-84496;155248;-3192;-84494;155286;-2742;158250;644;518;0;False;False
Clan_Hall_Door;17220003;-83961;155258;-3150;-83962;155218;-3191;-83960;155257;-2741;158250;644;518;0;False;False
Clan_Hall_Door;17220004;-83961;155180;-3150;-83962;155180;-3191;-83960;155219;-2741;158250;644;518;0;False;False
Clan_Hall_Door;17220005;-83879;153064;-3149;-83917;153062;-3149;-83878;153064;-2699;158250;644;518;0;False;False
Clan_Hall_Door;17220006;-83956;153064;-3149;-83955;153061;-3149;-83916;153065;-2699;158250;644;518;0;False;False
Clan_Hall_Door;17220007;-83927;153598;-3149;-83927;153597;-3190;-83889;153599;-2740;158250;644;518;0;False;False
Clan_Hall_Door;17220008;-83850;153598;-3149;-83889;153597;-3190;-83850;153599;-2740;158250;644;518;0;False;False
Clan_Hall_Door;17220009;-83971;151880;-3112;-84009;151879;-3152;-83971;151882;-2702;158250;644;518;0;False;False
Clan_Hall_Door;17220010;-84047;151880;-3112;-84046;151879;-3152;-84008;151881;-2702;158250;644;518;0;False;False
# Gludin - Einhasad Temple
Clan_Hall_Door;17220011;-79737;150063;-3027;-79737;150062;-3067;-79735;150100;-2617;158250;644;518;0;False;False
Clan_Hall_Door;17220012;-79737;150138;-3027;-79737;150099;-3067;-79735;150138;-2617;158250;644;518;0;False;False
Clan_Hall_Door;17220013;-79740;151522;-3027;-79740;151522;-3068;-79738;151561;-2618;158250;644;518;0;False;False
Clan_Hall_Door;17220014;-79740;151598;-3027;-79740;151558;-3068;-79738;151597;-2618;158250;644;518;0;False;False

# Gludio - Clan Halls
Clan_Hall_Door;19210011;-14790;125633;-3123;-14791;125595;-3158;-14789;125632;-2708;158250;644;518;0;False;False
Clan_Hall_Door;19210012;-14790;125557;-3123;-14791;125557;-3158;-14789;125594;-2708;158250;644;518;0;False;False
Clan_Hall_Door;19210013;-14116;125602;-3122;-14117;125602;-3157;-14115;125639;-2707;158250;644;518;0;False;False
Clan_Hall_Door;19210014;-14116;125677;-3122;-14117;125640;-3157;-14115;125677;-2707;158250;644;518;0;False;False
Clan_Hall_Door;19210015;-12601;123885;-3096;-12637;123884;-3131;-12600;123886;-2681;158250;644;518;0;False;False
Clan_Hall_Door;19210016;-12676;123885;-3096;-12676;123884;-3131;-12639;123886;-2681;158250;644;518;0;False;False
Clan_Hall_Door;19210017;-15981;123747;-3096;-15981;123734;-3131;-15945;123747;-2681;158250;644;518;0;False;False
Clan_Hall_Door;19210018;-15909;123725;-3096;-15945;123723;-3131;-15909;123736;-2681;158250;644;518;0;False;False

# Partisans Hideaway - Clan Hall Doors
Gate;21210001;43643;108908;-1970;43643;108840;-2015;43651;108915;-1565;158250;644;518;0;False;False
Gate;21210002;43643;108783;-1970;43643;108778;-2015;43651;108853;-1565;158250;644;518;0;False;False

# Tower Of Insolence - Raid Boss Area Doors
aden_tower_Hallates_Room;23180001;113876;16953;-1979;113814;16890;-2156;113937;17013;-1801;187500;476;383;0;False;True
aden_tower_Hallates_Room;23180002;113772;16849;-1979;113710;16788;-2156;113833;16910;-1801;187500;476;383;0;False;True
aden_tower_Gate;23180003;113253;15914;4115;113178;15874;3937;113326;15954;4292;187500;476;383;0;False;True
aden_tower_Gate;23180004;113117;15970;4115;113043;15930;3938;113191;16010;4293;187500;476;383;0;False;True
aden_tower_Gate;23180005;113264;15765;7146;113201;15703;6968;113325;15826;7323;187500;476;383;0;False;True
aden_tower_Gate;23180006;113368;15869;7146;113305;15806;6968;113429;15930;7323;187500;476;383;0;False;True

# Unknown
H_Door_MV_01;570622981;17616;145184;-3025;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_01;570622981;18872;143278;-2998;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_01;570622981;18879;143353;-2998;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_01;570622981;20118;145994;-3099;0;0;0;0;0;0;158250;644;518;False

#Imperial Tomb
#Conquerer
Entrance_to_the_Conquerors_Sepulcher;25150011;181195;-85594;-7064;181184;-85775;-7261;181256;-85412;-7005;158250;644;518;0;False;False
Viscounts_Hall_Gate;25150012;182981;-85580;-7067;182970;-85759;-7259;183045;-85399;-7003;158250;644;518;0;False;False
Counts_Hall_Gate;25150013;184798;-85582;-7064;184787;-85759;-7259;184857;-85401;-7003;158250;644;518;0;False;False
Marquis_Hall_Gate;25150014;186575;-85576;-7066;186560;-85758;-7265;186643;-85390;-7009;158250;644;518;0;False;False
Dukes_Hall_Gate;25150015;188361;-85576;-7066;188344;-85772;-7259;188426;-85383;-7003;158250;644;518;0;False;False
Emperors_Grave_Gate;25150016;190191;-85576;-7064;190151;-85760;-7265;190232;-85393;-7009;158250;644;518;0;False;False

#Ruler
Entrance_to_the_Ruler_Sepulcher;25150001;179516;-88988;-7068;179505;-89155;-7253;179567;-88805;-6997;158250;644;518;0;False;False
Viscounts_Hall_Gate;25150002;181251;-88979;-7069;181240;-89155;-7254;181304;-88804;-6998;158250;644;518;0;False;False
Counts_Hall_Gate;25150003;183055;-88979;-7065;183038;-89166;-7261;183120;-88796;-7005;158250;644;518;0;False;False
Marquis_Hall_Gate;25150004;184881;-88969;-7068;184871;-89148;-7243;184946;-88790;-6987;158250;644;518;0;False;False
Dukes_Hall_Gate;25150005;186685;-88965;-7064;186678;-89151;-7261;186742;-88788;-7005;158250;644;518;0;False;False
Emperors_Grave_Gate;25150006;188474;-88968;-7066;188463;-89147;-7261;188527;-88793;-7005;158250;644;518;0;False;False

# Great Sage Mos
Entrance_to_the_Great_Sages_Sepulcher;25150031;173218;-86614;-7076;173033;-86673;-7268;173400;-86604;-7012;158250;644;518;0;False;False
Viscounts_Hall_Gate;25150032;173218;-84780;-7072;173032;-84846;-7268;173404;-84768;-7012;158250;644;518;0;False;False
Counts_Hall_Gate;25150033;173214;-82974;-7072;173034;-83033;-7259;173388;-82966;-7003;158250;644;518;0;False;False
Marquis_Hall_Gate;25150034;173212;-81165;-7066;173034;-81221;-7254;173388;-81152;-6998;158250;644;518;0;False;False
Dukes_Hall_Gate;25150035;173208;-79393;-7061;173035;-79450;-7253;173391;-79384;-6997;158250;644;518;0;False;False
Emperors_Grave_Gate;25150036;173198;-77563;-7063;173019;-77621;-7253;173369;-77558;-6997;158250;644;518;0;False;False

#Judge Mos
Entrance_to_the_Judge_Sepulcher;25150021;175610;-82701;-7057;175429;-82761;-7251;175790;-82691;-6995;158250;644;518;0;False;False
Viscounts_Hall_Gate;25150022;175606;-80956;-7075;175421;-81024;-7260;175805;-80937;-7004;158250;644;518;0;False;False
Counts_Hall_Gate;25150023;175602;-79162;-7071;175426;-79217;-7259;175777;-79155;-7003;158250;644;518;0;False;False
Marquis_Hall_Gate;25150024;175602;-77330;-7074;175425;-77387;-7265;175778;-77319;-7009;158250;644;518;0;False;False
Dukes_Hall_Gate;25150025;175597;-75538;-7061;175415;-75595;-7258;175777;-75529;-7002;158250;644;518;0;False;False
Emperors_Grave_Gate;25150026;175592;-73721;-7063;175401;-73781;-7257;175767;-73712;-7001;158250;644;518;0;False;False

# Goddard - Clan Halls
Clan_Hall_Door;24160001;146439;-55458;-2792;146432;-55506;-2821;146450;-55453;-2371;158250;644;518;0;False;False
Clan_Hall_Door;24160002;146450;-55548;-2792;146437;-55552;-2819;146455;-55497;-2369;158250;644;518;0;False;False
Clan_Hall_Door;24160003;147072;-56472;-2792;147065;-56500;-2815;147117;-56465;-2365;158250;644;518;0;False;False
Clan_Hall_Door;24160004;147151;-56514;-2792;147105;-56522;-2818;147158;-56486;-2368;158250;644;518;0;False;False
Clan_Hall_Door;24160005;148263;-56520;-2792;148255;-56529;-2823;148310;-56490;-2373;158250;644;518;0;False;False
Clan_Hall_Door;24160006;148342;-56478;-2792;148296;-56508;-2824;148348;-56470;-2374;158250;644;518;0;False;False
Clan_Hall_Door;24160007;148971;-55558;-2792;148965;-55561;-2812;148982;-55509;-2362;158250;644;518;0;False;False
Clan_Hall_Door;24160008;148982;-55468;-2792;148970;-55520;-2821;148988;-55464;-2371;158250;644;518;0;False;False

# Forges of the God
Door;24210004;190918;-115529;-1529;190891;-115626;-1619;190944;-115430;-1363;158250;644;518;0;False;False
Door;24210005;189480;-108511;-964;189380;-108551;-1056;189579;-108473;-800;158250;644;518;0;False;False
Door;24210006;191458;-108107;-962;191357;-108153;-1058;191557;-108058;-802;158250;644;518;0;False;False

#Border Outpost
borderoutpost_Door_001a;23170001;114044;-17952;-1748;0;0;0;0;0;0;158250;644;518;False
borderoutpost_Door_002;24170001;157981;-25122;-1195;0;0;0;0;0;0;158250;644;518;False

# Giran - Clan Halls
Clan_Hall_Door;22220003;81873;151944;-3488;81870;151892;-3545;81877;151944;-3095;126600;644;518;0;False;False
Clan_Hall_Door;22220004;81873;151843;-3488;81870;151842;-3545;81877;151894;-3095;126600;644;518;0;False;False
Clan_Hall_Door;22220005;81197;151657;-3491;81192;151605;-3546;81200;151658;-3096;158250;644;518;0;False;False
Clan_Hall_Door;22220006;81197;151556;-3491;81192;151555;-3546;81200;151607;-3096;158250;644;518;0;False;False
Clan_Hall_Door;22220007;78622;148328;-3554;78570;148323;-3614;78623;148331;-3164;158250;644;518;0;False;False
Clan_Hall_Door;22220008;78522;148328;-3554;78520;148323;-3614;78572;148331;-3164;158250;644;518;0;False;False
Clan_Hall_Door;22220009;81832;145368;-3490;81827;145316;-3546;81835;145369;-3096;158250;644;518;0;False;False
Clan_Hall_Door;22220010;81832;145267;-3490;81828;145265;-3546;81835;145319;-3096;158250;644;518;0;False;False
Clan_Hall_Door;22220011;83619;145383;-3360;83614;145330;-3417;83623;145383;-2967;158250;644;518;0;False;False
Clan_Hall_Door;22220012;83619;145282;-3360;83614;145280;-3417;83622;145332;-2967;158250;644;518;0;False;False

#Godad Elmore
Clan_Hall_Door;24140001;140728;-124477;-1894;140725;-124478;-1913;140754;-124437;-1463;158250;644;518;0;False;False
Clan_Hall_Door;24140002;140778;-124402;-1894;140750;-124440;-1923;140779;-124399;-1473;158250;644;518;0;False;False
Clan_Hall_Door;24140003;141149;-124310;-1894;141146;-124336;-1921;141187;-124306;-1471;158250;644;518;0;False;False
Clan_Hall_Door;24140004;141224;-124360;-1894;141184;-124361;-1920;141225;-124332;-1470;158250;644;518;0;False;False
Clan_Hall_Door;24140005;141281;-124738;-1894;141253;-124777;-1949;141282;-124735;-1499;158250;644;518;0;False;False
Clan_Hall_Door;24140006;141231;-124813;-1894;141228;-124814;-1947;141258;-124772;-1497;158250;644;518;0;False;False
Door;24140007;140702;-123836;-1932;140700;-123886;-1942;140715;-123835;-1492;158250;644;518;0;False;False
Door;24140008;140722;-123934;-1932;140709;-123935;-1941;140723;-123884;-1491;158250;644;518;0;False;False

#Schuttgart clan hall doors
Clan_Hall_Door;22130017;86104;-143237;-1352;86098;-143241;-1353;86114;-143190;-903;158250;644;518;0;False;False
Clan_Hall_Door;22130018;86115;-143148;-1352;86104;-143196;-1352;86120;-143144;-902;158250;644;518;0;False;False
Clan_Hall_Door;22130019;86730;-142226;-1352;86725;-142232;-1352;86775;-142199;-902;158250;644;518;0;False;False
Clan_Hall_Door;22130020;86809;-142184;-1352;86765;-142211;-1352;86814;-142177;-902;158250;644;518;0;False;False
Clan_Hall_Door;22130021;87920;-142192;-1352;87915;-142218;-1352;87964;-142186;-902;158250;644;518;0;False;False
Clan_Hall_Door;22130022;87999;-142234;-1352;87955;-142239;-1352;88004;-142207;-902;158250;644;518;0;False;False
Clan_Hall_Door;22130023;88621;-143156;-1352;88615;-143205;-1352;88633;-143153;-902;158250;644;518;0;False;False
Clan_Hall_Door;22130024;88633;-143246;-1352;88621;-143249;-1353;88639;-143197;-903;158250;644;518;0;False;False

#Rune clan hall doors
Clan_Hall_Door;21160001;37708;-50424;910;37681;-50451;900;37735;-50397;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160002;37743;-50424;910;37716;-50451;900;37770;-50397;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160003;38550;-50140;910;38523;-50167;900;38577;-50113;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160004;38585;-50123;910;38558;-50150;900;38612;-50096;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160005;39130;-49515;910;39103;-49542;900;39157;-49488;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160006;39148;-49482;910;39121;-49509;900;39175;-49455;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160007;39338;-48266;908;39311;-48293;898;39365;-48239;1348;158250;644;518;0;False;False
Clan_Hall_Door;21160008;39338;-48222;908;39311;-48249;898;39365;-48195;1348;158250;644;518;0;False;False
Clan_Hall_Door;21160009;39161;-47001;910;39134;-47028;900;39188;-46974;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160010;39140;-46969;910;39113;-46996;900;39167;-46942;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160011;38601;-46360;910;38574;-46387;900;38628;-46333;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160012;38562;-46347;910;38535;-46374;900;38589;-46320;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160013;37762;-46049;910;37735;-46076;900;37789;-46022;1350;158250;644;518;0;False;False
Clan_Hall_Door;21160014;37718;-46046;910;37691;-46073;900;37745;-46019;1350;158250;644;518;0;False;False

# Unknown - skeleton's contrib 
H_Door_MV_219;570622981;17616;145184;-3025;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_220;570622981;18872;143278;-2998;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_221;570622981;18879;143353;-2998;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_222;570622981;20118;145994;-3099;0;0;0;0;0;0;158250;644;518;False


Chapel_Door;19160010;-16118;-44160;-10385;-16654;-44235;-10880;-16080;-44081;-10385;158250;644;518;0;False;False
Chapel_Door;19160011;-16632;-44160;-10382;-16654;-44235;-10880;-16079;-44082;-10382;158250;644;518;0;False;False
Temple_Gate;19160001;-16363;-36798;-10535;-16654;-36864;-10759;-16080;-36735;-10535;158250;644;518;0;False;False
Anteroom_Door;19160002;-14870;-38964;-10576;-14982;-38989;-10760;-14764;-38936;-10394;158250;644;518;0;False;False
Anteroom_Door;19160003;-14592;-39817;-10576;-14618;-39924;-10760;-14562;-39710;-10394;158250;644;518;0;False;False
Anteroom_Door;19160004;-14592;-41682;-10576;-14618;-41789;-10759;-14562;-41575;-10393;158250;644;518;0;False;False
Anteroom_Door;19160005;-14870;-42548;-10576;-14982;-42573;-10759;-14764;-42521;-10395;158250;644;518;0;False;False
Anteroom_Door;19160006;-17862;-42548;-10576;-17974;-42573;-10759;-17756;-42521;-10395;158250;644;518;0;False;False
Anteroom_Door;19160007;-18144;-41690;-10576;-18170;-41797;-10759;-18114;-41582;-10393;158250;644;518;0;False;False
Anteroom_Door;19160008;-18144;-39824;-10576;-18170;-39931;-10760;-18115;-39720;-10394;158250;644;518;0;False;False
Anteroom_Door;19160009;-17858;-38964;-10576;-17970;-38989;-10759;-17752;-38936;-10393;158250;644;518;0;False;False
Door_of_Darkness;19160012;-14531;-52484;-10932;-14560;-52657;-11053;-14495;-52307;-10813;158250;644;518;0;False;False
Door_of_Darkness;19160013;-18260;-52485;-10932;-18303;-52657;-11053;-18224;-52305;-10813;158250;644;518;0;False;False
Altar_Entrance;19160014;-14833;-54975;-10498;-14965;-54986;-10635;-14696;-54962;-10361;158250;644;518;0;False;False
Altar_Entrance;19160015;-17961;-54975;-10498;-18097;-54990;-10635;-17824;-54958;-10361;158250;644;518;0;False;False
Altar_Entrance;19160016;-15363;-54862;-10402;-15388;-55020;-10487;-15339;-54697;-10323;158250;644;518;0;False;False
Altar_Entrance;19160017;-17424;-54862;-10403;-17449;-55020;-10487;-17400;-54696;-10325;158250;644;518;0;False;False
#========================================
Door;21150001;59980;-94117;-1304;59945;-94178;-1382;59985;-94114;-1226;158250;644;518;0;False;False
Door;21150002;59922;-94227;-1304;59917;-94231;-1382;59957;-94166;-1226;158250;644;518;0;False;False
Gate;21150003;55334;-93274;-1392;55294;-93274;-1396;55338;-93143;-1138;158250;644;518;0;False;False
Gate;21150004;55257;-93030;-1392;55257;-93158;-1396;55304;-93031;-1138;158250;644;518;0;False;False
Fence;21150005;58500;-93965;-1380;58304;-94077;-1391;58685;-93846;-1369;158250;644;518;0;False;False
Fence;21150006;56863;-93651;-1383;56697;-93815;-1394;57010;-93497;-1372;158250;644;518;0;False;False
Fence;21150007;56629;-91998;-1380;56516;-92178;-1391;56731;-91807;-1369;158250;644;518;0;False;False
Fence;21150008;58173;-91247;-1380;57979;-91316;-1391;58373;-91198;-1369;158250;644;518;0;False;False
Fence;21150009;59320;-92518;-1380;59264;-92718;-1391;59368;-92322;-1369;158250;644;518;0;False;False
#===================================
Outer_Gate;21170001;57857;-29480;707;57849;-29498;543;57969;-29465;869;158250;644;518;0;False;False
Outer_Gate;21170002;58061;-29479;707;57954;-29498;543;58071;-29465;869;158250;644;518;0;False;False
Door;21170003;56977;-27193;639;56972;-27259;550;56982;-27188;728;158250;644;518;0;False;False
Door;21170004;56977;-27318;639;56971;-27323;550;56981;-27251;726;158250;644;518;0;False;False
Door;21170005;57902;-26392;654;57893;-26401;563;57976;-26382;743;158250;644;518;0;False;False
Door;21170006;58024;-26391;654;57953;-26400;563;58037;-26383;743;158250;644;518;0;False;False
#================================================
Ice_Wall;23140001;113932;-126022;-3472;113857;-126163;-3665;114018;-125900;-3283;158250;644;518;0;False;False
Ice_Wall;23140002;115292;-125745;-3472;115218;-125871;-3664;115377;-125612;-3282;158250;644;518;0;False;False
Secret_Door;23150001;110717;-81568;-1536;110610;-81591;-1618;110826;-81545;-1454;158250;644;518;0;True;False
Secret_Door;23150002;114881;-71454;-496;114782;-71474;-578;114981;-71425;-414;158250;644;518;0;True;False
Gate_of_Splendor;23150003;112800;-78084;330;112641;-78096;22;112816;-78064;638;158250;644;518;0;False;False
Gate_of_Splendor;23150004;112798;-78084;330;112782;-78096;22;112958;-78064;638;158250;644;518;0;False;False
Mausoleum_Gate001;25150045;174070;-83383;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors001;25150051;173065;-76042;-5108;0;0;0;0;0;0;158250;644;518;False
#Gate_of_Errors1;25150059
Mausoleum_Gate001;25150043;174064;-80218;-5108;0;0;0;0;0;0;158250;644;518;False
Mausoleum_Gate002;25150042;174072;-77640;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors002;25150052;173438;-76678;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors003;25150053;174085;-76961;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors004;25150054;174763;-76694;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors005;25150055;175030;-76039;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors006;25150056;174776;-75372;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors007;25150057;174111;-75101;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors008;25150058;173451;-75355;-5108;0;0;0;0;0;0;158250;644;518;False
#Gate_of_Errors0;25150060
